ASX LISTED COMPANIES AS AT THU OCT 23 00:01:24 EST 2014
FRASER RANGE METALS GROUP LTD,FRN.AX,MATERIALS
FREEDOM FOODS GROUP LIMITED,FNP.AX,FOOD, BEVERAGE & TOBACCO
FREELANCER LIMITED,FLN.AX,SOFTWARE & SERVICES
FRESHTEL HOLDINGS LIMITED,FRE.AX,TELECOMMUNICATION SERVICES
FRONTIER RESOURCES LIMITED,FNT.AX,MATERIALS
FSA GROUP LIMITED,FSA.AX,DIVERSIFIED FINANCIALS
FUNTASTIC LIMITED,FUN.AX,RETAILING
FUTURE GENERATION INVESTMENT FUND LIMITED,FGX.AX,NOT APPLIC
FYI RESOURCES LIMITED,FYI.AX,MATERIALS
G.U.D. HOLDINGS LIMITED,GUD.AX,CONSUMER DURABLES & APPAREL
G8 EDUCATION LIMITED,GEM.AX,CONSUMER SERVICES
GAGE ROADS BREWING CO LIMITED,GRB.AX,FOOD, BEVERAGE & TOBACCO
GALAXY RESOURCES LIMITED,GXY.AX,MATERIALS
GALE PACIFIC LIMITED,GAP.AX,CONSUMER DURABLES & APPAREL
GALICIA ENERGY CORPORATION LTD,GAL.AX,ENERGY
GALILEE ENERGY LIMITED,GLL.AX,ENERGY
GALILEO JAPAN TRUST,GJT.AX,REAL ESTATE
GAS2GRID LIMITED,GGX.AX,ENERGY
GASCOYNE RESOURCES LIMITED,GCY.AX,MATERIALS
GATEWAY MINING LIMITED,GML.AX,MATERIALS
GAZAL CORPORATION LIMITED,GZL.AX,CONSUMER DURABLES & APPAREL
GB ENERGY LIMITED,GBX.AX,ENERGY
GBM GOLD LTD,GBM.AX,MATERIALS
GBM RESOURCES LIMITED,GBZ.AX,MATERIALS
GBST HOLDINGS LIMITED,GBT.AX,SOFTWARE & SERVICES
GDI PROPERTY GROUP,GDI.AX,REAL ESTATE
GENERA BIOSYSTEMS LIMITED,GBI.AX,PHARMACEUTICALS & BIOTECHNOLOGY
GENERAL MINING CORPORATION LIMITED,GMM.AX,MATERIALS
GENERATION HEALTHCARE REIT,GHC.AX,REAL ESTATE
GENESIS ENERGY LIMITED,GNE.AX,UTILITIES
GENESIS MINERALS LIMITED,GMD.AX,MATERIALS
GENESIS RESOURCES LIMITED,GES.AX,MATERIALS
GENETIC TECHNOLOGIES LIMITED,GTG.AX,PHARMACEUTICALS & BIOTECHNOLOGY
GENTRACK GROUP LIMITED,GTK.AX,SOFTWARE & SERVICES
GENWORTH MORTGAGE INSURANCE AUSTRALIA LIMITED,GMA.AX,BANKS
GEODYNAMICS LIMITED,GDY.AX,UTILITIES
GEOPACIFIC RESOURCES LTD,GPR.AX,MATERIALS
GI DYNAMICS, INC.AX,GID,HEALTH CARE EQUIPMENT & SERVICES
GINDALBIE METALS LTD,GBG.AX,MATERIALS
GIPPSLAND LIMITED,GIP.AX,MATERIALS
GLADIATOR RESOURCES LIMITED,GLA.AX,MATERIALS
GLENEAGLE GOLD LIMITED,GLN.AX,MATERIALS
GLG CORP LTD,GLE.AX,CONSUMER DURABLES & APPAREL
GLOBAL CONSTRUCTION SERVICES LIMITED,GCS.AX,CAPITAL GOODS
GLOBAL GEOSCIENCE LIMITED,GSC.AX,MATERIALS
GLOBAL GOLD HOLDINGS LIMITED,GGH.AX,CAPITAL GOODS
GLOBAL HEALTH LIMITED,GLH.AX,HEALTH CARE EQUIPMENT & SERVICES
GLOBAL MASTERS FUND LIMITED,GFL.AX,DIVERSIFIED FINANCIALS
GLOBAL METALS EXPLORATION NL,GXN.AX,MATERIALS
GLOBAL PETROLEUM LIMITED,GBP.AX,ENERGY
GLOBAL RESOURCE MASTERS FUND LIMITED,GRF.AX,DIVERSIFIED FINANCIALS
GLOBAL RESOURCES CORPORATION LIMITED,GRM.AX,MATERIALS
GLOBAL VALUE FUND LIMITED,GVF.AX,NOT APPLIC
GLOBAL WEALTH PARTNERS FUND LIMITED,GWP.AX,NOT APPLIC
GLOBE INTERNATIONAL LIMITED,GLB.AX,CONSUMER DURABLES & APPAREL
GLOBE METALS & MINING LIMITED,GBE.AX,MATERIALS
GME RESOURCES LIMITED,GME.AX,MATERIALS
GOCONNECT LIMITED,GCN.AX,SOFTWARE & SERVICES
GOLD ROAD RESOURCES LIMITED,GOR.AX,MATERIALS
GOLDEN CROSS RESOURCES LTD,GCR.AX,MATERIALS
GOLDEN DEEPS LIMITED.,GED.AX,MATERIALS
GOLDEN RIM RESOURCES LTD,GMR.AX,MATERIALS
GOLDFIELDS MONEY LIMITED,GMY.AX,BANKS
GOLDMINEX RESOURCES LIMITED,GMX.AX,MATERIALS
GOLDPHYRE RESOURCES LIMITED,GPH.AX,MATERIALS
GOLDSEARCH LIMITED,GSE.AX,MATERIALS
GONDWANA RESOURCES LIMITED,GDA.AX,MATERIALS
GOODMAN FIELDER LIMITED.,GFF.AX,FOOD, BEVERAGE & TOBACCO
GOODMAN GROUP,GMG.AX,REAL ESTATE
GOODMAN PLUS TRUST,GMP.AX,NOT APPLIC
GOWING BROS LIMITED,GOW.AX,DIVERSIFIED FINANCIALS
GPS ALLIANCE HOLDINGS LIMITED,GPS.AX,REAL ESTATE
GPT GROUP,GPT.AX,REAL ESTATE
GPT METRO OFFICE FUND,GMF.AX,CLASS PEND
GR ENGINEERING SERVICES LIMITED,GNG.AX,CAPITAL GOODS
GRAINCORP LIMITED,GNC.AX,FOOD, BEVERAGE & TOBACCO
GRAND GULF ENERGY LIMITED,GGE.AX,ENERGY
GRANDBRIDGE LIMITED,GBA.AX,DIVERSIFIED FINANCIALS
GRANGE RESOURCES LIMITED.,GRR.AX,MATERIALS
GREAT WESTERN EXPLORATION LIMITED.,GTE.AX,MATERIALS
GREEN INVEST LIMITED,GNV.AX,COMMERCIAL SERVICES & SUPPLIES
GREEN ROCK ENERGY LIMITED,GRK.AX,UTILITIES
GREENCROSS LIMITED,GXL.AX,HEALTH CARE EQUIPMENT & SERVICES
GREENEARTH ENERGY LIMITED,GER.AX,UTILITIES
GREENLAND MINERALS AND ENERGY LIMITED,GGG.AX,MATERIALS
GREENPOWER ENERGY LIMITED,GPP.AX,ENERGY
GREENVALE MINING NL,GRV.AX,ENERGY
GRG INTERNATIONAL LTD,GRG.AX,CAPITAL GOODS
GROWTHPOINT PROPERTIES AUSTRALIA,GOZ.AX,REAL ESTATE
GRP CORPORATION LIMITED,GRP.AX,DIVERSIFIED FINANCIALS
GRYPHON MINERALS LIMITED,GRY.AX,MATERIALS
GTI RESOURCES LIMITED,GTR.AX,MATERIALS
GUILDFORD COAL LIMITED,GUF.AX,ENERGY
GUINNESS PEAT GROUP PLC.,GPG.AX,CONSUMER DURABLES & APPAREL
GULF INDUSTRIALS LIMITED,GLF.AX,MATERIALS
GULF MINERALS CORPORATION LTD,GMC.AX,MATERIALS
GULLEWA LIMITED,GUL.AX,MATERIALS
GUNSON RESOURCES LIMITED,GUN.AX,MATERIALS
GWA GROUP LIMITED.,GWA.AX,CAPITAL GOODS
GWR GROUP LIMITED,GWR.AX,MATERIALS
HAMMER METALS LIMITED,HMX.AX,MATERIALS
HAMPTON HILL MINING NL,HHM.AX,MATERIALS
HANNANS REWARD LIMITED,HNR.AX,MATERIALS
HANSEN TECHNOLOGIES LIMITED,HSN.AX,SOFTWARE & SERVICES
HAOMA MINING NL,HAO.AX,MATERIALS
HARANGA RESOURCES LIMITED,HAR.AX,MATERIALS
HARVEY NORMAN HOLDINGS LIMITED,HVN.AX,RETAILING
HARVEY TRUST 2006-1,HTR.AX,NOT APPLIC
HASTINGS HIGH YIELD FUND,HHY.AX,NOT APPLIC
HASTINGS RARE METALS LTD,HAS.AX,MATERIALS
HAVILAH RESOURCES NL,HAV.AX,MATERIALS
HAWKLEY OIL AND GAS LIMITED,HOG.AX,ENERGY
HAWTHORN RESOURCES LIMITED,HAW.AX,MATERIALS
HAZELWOOD RESOURCES LTD,HAZ.AX,MATERIALS
HEALTHLINX LIMITED,HTX.AX,PHARMACEUTICALS & BIOTECHNOLOGY
HEALTHSCOPE LIMITED.,HSO.AX,HEALTH CARE EQUIPMENT & SERVICES
HEEMSKIRK CONSOLIDATED LIMITED,HSK.AX,MATERIALS
HELIX RESOURCES LIMITED,HLX.AX,MATERIALS
HELLOWORLD LIMITED,HLO.AX,CONSUMER SERVICES
HENDERSON GROUP PLC.,HGG.AX,DIVERSIFIED FINANCIALS
HERITAGE BANK LIMITED,HBS.AX,NOT APPLIC
HERON RESOURCES LIMITED,HRR.AX,MATERIALS
HFA HOLDINGS LIMITED,HFA.AX,DIVERSIFIED FINANCIALS
HGL LIMITED,HNG.AX,CAPITAL GOODS
HIGH PEAK ROYALTIES LIMITED,HPR.AX,UTILITIES
HIGHFIELD RESOURCES LIMITED,HFR.AX,MATERIALS
HIGHLANDS PACIFIC LIMITED,HIG.AX,MATERIALS
HILL END GOLD LIMITED,HEG.AX,MATERIALS
HILLCREST LITIGATION SERVICES LIMITED.,HLS.AX,DIVERSIFIED FINANCIALS
HILLGROVE RESOURCES LIMITED,HGO.AX,MATERIALS
HILLS LIMITED,HIL.AX,TECHNOLOGY HARDWARE & EQUIPMENT
HITECH GROUP AUSTRALIA LIMITED,HIT.AX,COMMERCIAL SERVICES & SUPPLIES
HJB CORPORATION LIMITED,HJB.AX,COMMERCIAL SERVICES & SUPPLIES
HODGES RESOURCES LIMITED,HDG.AX,MATERIALS
HOLISTA COLLTECH LIMITED,HCT.AX,HOUSEHOLD & PERSONAL PRODUCTS
HOMELOANS LIMITED,HOM.AX,BANKS
HORIZON OIL LIMITED,HZN.AX,ENERGY
HORSESHOE METALS LIMITED,HOR.AX,MATERIALS
HOT CHILI LIMITED,HCH.AX,MATERIALS
HOT ROCK LIMITED,HRL.AX,UTILITIES
HOTEL PROPERTY INVESTMENTS,HPI.AX,REAL ESTATE
HUB24 LIMITED,HUB.AX,DIVERSIFIED FINANCIALS
HUDSON INVESTMENT GROUP LIMITED,HGL.AX,REAL ESTATE
HUGHES DRILLING LIMITED,HDX.AX,CAPITAL GOODS
HUNTER HALL GLOBAL VALUE LIMITED,HHV.AX,DIVERSIFIED FINANCIALS
HUNTER HALL INTERNATIONAL LIMITED,HHL.AX,DIVERSIFIED FINANCIALS
HUON AQUACULTURE GROUP LIMITED,HUO.AX,CLASS PEND
HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED,HTA.AX,TELECOMMUNICATION SERVICES
HYPO REAL ESTATE BANK INTERNATIONAL AKTIENGESELLSCHAFT,HYP.AX,NOT APPLIC
HYPOTHEKENBANK IN ESSEN AKTIENGESELLSCHAFT,HES.AX,NOT APPLIC
HYUNDAI CAPITAL SERVICES, INC..AX,HCS,NOT APPLIC
IAG FINANCE (NEW ZEALAND) LIMITED,IAN.AX,NOT APPLIC
IATIA LIMITED,IAT.AX,NOT APPLIC
IBUY GROUP LIMITED,IBY.AX,RETAILING
ICAR ASIA LIMITED,ICQ.AX,MEDIA
ICASH PAYMENT SYSTEMS LIMITED,ICP.AX,TECHNOLOGY HARDWARE & EQUIPMENT
ICOLLEGE LIMITED,ICT.AX,TECHNOLOGY HARDWARE & EQUIPMENT
ICON ENERGY LIMITED,ICN.AX,ENERGY
ICSGLOBAL LIMITED,ICS.AX,HEALTH CARE EQUIPMENT & SERVICES
IDM INTERNATIONAL LTD,IDM.AX,MATERIALS
IDOL 2010-1 TRUST,IDF.AX,NOT APPLIC
IDOL 2011-1 TRUST,IDH.AX,NOT APPLIC
IDOL 2011-2 TRUST,IDJ.AX,NOT APPLIC
IDT AUSTRALIA LIMITED,IDT.AX,PHARMACEUTICALS & BIOTECHNOLOGY
IFS CONSTRUCTION SERVICES LTD,IFS.AX,CAPITAL GOODS
IINET LIMITED,IIN.AX,TELECOMMUNICATION SERVICES
IKWEZI MINING LIMITED,IKW.AX,ENERGY
ILH GROUP LIMITED.,ILH.AX,COMMERCIAL SERVICES & SUPPLIES
ILLAWARRA SERIES 2005-1 RMBS TRUST,ILW.AX,NOT APPLIC
ILLAWARRA SERIES 2006-1 RMBS TRUST,ILA.AX,NOT APPLIC
ILUKA RESOURCES LIMITED,ILU.AX,MATERIALS
IM MEDICAL LTD,IMI.AX,HEALTH CARE EQUIPMENT & SERVICES
IMAGE RESOURCES NL,IMA.AX,MATERIALS
IMDEX LIMITED,IMD.AX,MATERIALS
IMMURON LIMITED,IMC.AX,PHARMACEUTICALS & BIOTECHNOLOGY
IMPACT MINERALS LIMITED,IPT.AX,MATERIALS
IMPEDIMED LIMITED,IPD.AX,HEALTH CARE EQUIPMENT & SERVICES
IMPERIAL PACIFIC LIMITED,IPC.AX,DIVERSIFIED FINANCIALS
IMUGENE LIMITED,IMU.AX,PHARMACEUTICALS & BIOTECHNOLOGY
IMX RESOURCES LIMITED,IXR.AX,MATERIALS
INABOX GROUP LIMITED,IAB.AX,TELECOMMUNICATION SERVICES
INCA MINERALS LIMITED,ICG.AX,MATERIALS
INCITEC PIVOT LIMITED,IPL.AX,MATERIALS
INCREMENTAL OIL AND GAS LIMITED,IOG.AX,ENERGY
INDEPENDENCE GROUP NL,IGO.AX,MATERIALS
INDIA RESOURCES LIMITED,IRL.AX,MATERIALS
INDIGO PROPERTIES AUSTRALIA LIMITED,IPA.AX,DIVERSIFIED FINANCIALS
INDO MINES LIMITED,IDO.AX,MATERIALS
INDOCHINE MINING LIMITED,IDC.AX,MATERIALS
INDOOR SKYDIVE AUSTRALIA GROUP LIMITED,IDZ.AX,CONSUMER SERVICES
INDOPAC HOLDINGS LIMITED,IDP.AX,CONSUMER SERVICES
INDOPHIL RESOURCES NL,IRN.AX,MATERIALS
INDUS COAL LIMITED,ICZ.AX,ENERGY
INDUSTRIA REIT,IDR.AX,REAL ESTATE
INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,ICB.AX,NOT APPLIC
INFIGEN ENERGY,IFN.AX,UTILITIES
INFOMEDIA LTD,IFM.AX,SOFTWARE & SERVICES
INFRATIL LIMITED,IFZ.AX,UTILITIES
INGENIA COMMUNITIES GROUP,INA.AX,REAL ESTATE
INNATE IMMUNOTHERAPEUTICS LIMITED,IIL.AX,PHARMACEUTICALS & BIOTECHNOLOGY
INSURANCE AUSTRALIA GROUP LIMITED,IAG.AX,INSURANCE
INT CORPORATION LIMITED,INT.AX,TECHNOLOGY HARDWARE & EQUIPMENT
INTEC LTD,INL.AX,MATERIALS
INTEGRATED RESEARCH LIMITED,IRI.AX,SOFTWARE & SERVICES
INTEGRATED RESOURCES GROUP LIMITED,IRG.AX,MATERIALS
INTERCEPT MINERALS LTD,IZM.AX,MATERIALS
INTERMIN RESOURCES LIMITED,IRC.AX,MATERIALS
INTERNATIONAL COAL LIMITED,ICX.AX,ENERGY
INTERNATIONAL EQUITIES CORPORATION LIMITED.,IEQ.AX,REAL ESTATE
INTERNATIONAL FINANCE CORPORATION,IFX.AX,NOT APPLIC
INTERNATIONAL GOLDFIELDS LIMITED...,IGS.AX,MATERIALS
INTERSTAR MILLENIUM SERIES 2006-2G TRUST,INB.AX,NOT APPLIC
INTERSTAR MILLENNIUM SERIES 2002-1G TRUST,IMG.AX,NOT APPLIC
INTERSTAR MILLENNIUM SERIES 2003-3G TRUST,IMX.AX,NOT APPLIC
INTERSTAR MILLENNIUM SERIES 2004-1E TRUST,IMQ.AX,NOT APPLIC
INTERSTAR MILLENNIUM SERIES 2004-2G TRUST,IMK.AX,NOT APPLIC
INTERSTAR MILLENNIUM SERIES 2004-5 TRUST,IMN.AX,NOT APPLIC
INTERSTAR MILLENNIUM SERIES 2005-2L TRUST,IMO.AX,NOT APPLIC
INTERSTAR MILLENNIUM SERIES 2006-3L TRUST,INN.AX,NOT APPLIC
INTERSTAR MILLENNIUM SERIES 2006-4H TRUST,INH.AX,NOT APPLIC
INTRA ENERGY CORPORATION LIMITED,IEC.AX,ENERGY
INTREPID MINES LIMITED,IAU.AX,MATERIALS
INTUERI EDUCATION GROUP LIMITED,IQE.AX,CONSUMER SERVICES
INVENTIS LIMITED,IVT.AX,COMMERCIAL SERVICES & SUPPLIES
INVESTA OFFICE FUND,IOF.AX,REAL ESTATE
INVESTIGATOR RESOURCES LTD,IVR.AX,MATERIALS
INVIGOR GROUP LIMITED,IVO.AX,MEDIA
INVION LIMITED,IVX.AX,PHARMACEUTICALS & BIOTECHNOLOGY
INVOCARE LIMITED,IVC.AX,CONSUMER SERVICES
IOOF HOLDINGS LIMITED,IFL.AX,DIVERSIFIED FINANCIALS
IPB PETROLEUM LIMITED,IPB.AX,ENERGY
IPE LIMITED,IPE.AX,DIVERSIFIED FINANCIALS
IPH LIMITED,IPH.AX,CLASS PEND
IPROPERTY GROUP LIMITED,IPP.AX,SOFTWARE & SERVICES
IRESS LIMITED,IRE.AX,SOFTWARE & SERVICES
IRON MOUNTAIN MINING LIMITED,IRM.AX,MATERIALS
IRON ORE HOLDINGS LIMITED,IOH.AX,MATERIALS
IRON ROAD LIMITED,IRD.AX,MATERIALS
IRONBARK CAPITAL LIMITED,IBC.AX,DIVERSIFIED FINANCIALS
IRONBARK ZINC LTD,IBG.AX,MATERIALS
IRONCLAD MINING LIMITED,IFE.AX,MATERIALS
ISELECT LIMITED.,ISU.AX,CONSUMER SERVICES
ISENTIA GROUP LIMITED,ISD.AX,SOFTWARE & SERVICES
ISENTRIC LIMITED.,ICU.AX,HEALTH CARE EQUIPMENT & SERVICES
ISHARES ASIA 50 ETF,IAA.AX,NOT APPLIC
ISHARES CHINA LARGE-CAP ETF,IZZ.AX,NOT APPLIC
ISHARES CORE S&P 500 ETF,IVV.AX,NOT APPLIC
ISHARES CORE S&P MID-CAP ETF,IJH.AX,NOT APPLIC
ISHARES CORE S&P SMALL-CAP ETF,IJR.AX,NOT APPLIC
ISHARES EUROPE ETF,IEU.AX,NOT APPLIC
ISHARES GLOBAL 100 ETF,IOO.AX,NOT APPLIC
ISHARES MSCI BRIC ETF,IBK.AX,NOT APPLIC
ISHARES MSCI EAFE ETF,IVE.AX,NOT APPLIC
ISHARES MSCI EMERGING MARKETS ETF,IEM.AX,NOT APPLIC
ISHARES MSCI HONG KONG ETF,IHK.AX,NOT APPLIC
ISHARES MSCI JAPAN ETF,IJP.AX,NOT APPLIC
ISHARES MSCI SINGAPORE ETF,ISG.AX,NOT APPLIC
ISHARES MSCI SOUTH KOREA CAPPED ETF,IKO.AX,NOT APPLIC
ISHARES MSCI TAIWAN ETF,ITW.AX,NOT APPLIC
ISHARES RUSSELL 2000 ETF,IRU.AX,NOT APPLIC
ISHINE INTERNATIONAL RESOURCES LIMITED,ISH.AX,MATERIALS
ISONEA LIMITED,ISN.AX,HEALTH CARE EQUIPMENT & SERVICES
ITL LIMITED,ITD.AX,HEALTH CARE EQUIPMENT & SERVICES
JACKA RESOURCES LIMITED,JKA.AX,ENERGY
JAMES HARDIE INDUSTRIES PLC,JHX.AX,MATERIALS
JAMESON RESOURCES LIMITED,JAL.AX,MATERIALS
JAPARA HEALTHCARE LIMITED,JHC.AX,HEALTH CARE EQUIPMENT & SERVICES
JATENERGY LIMITED,JAT.AX,ENERGY
JB HI-FI LIMITED,JBH.AX,RETAILING
JCURVE SOLUTIONS LTD,JCS.AX,SOFTWARE & SERVICES
JERVOIS MINING LIMITED,JRV.AX,MATERIALS
JINDALEE RESOURCES LIMITED,JRL.AX,MATERIALS
JOHN SHEARER (HOLDINGS) LIMITED,SHR.AX,COMMERCIAL SERVICES & SUPPLIES
JOYCE CORPORATION LIMITED,JYC.AX,RETAILING
JUMBO INTERACTIVE LIMITED,JIN.AX,CONSUMER SERVICES
JUPITER ENERGY LIMITED,JPR.AX,ENERGY
JV GLOBAL LIMITED,JVG.AX,CAPITAL GOODS
K & S CORPORATION LIMITED,KSC.AX,TRANSPORTATION
K2 ASSET MANAGEMENT HOLDINGS LTD,KAM.AX,DIVERSIFIED FINANCIALS
K2 ENERGY LIMITED.,KTE.AX,UTILITIES
KABOKO MINING LIMITED,KAB.AX,MATERIALS
KAIRIKI ENERGY LIMITED,KIK.AX,ENERGY
KALNORTH GOLD MINES LIMITED,KGM.AX,MATERIALS
KANGAROO ISLAND PLANTATION TIMBERS LTD,KPT.AX,MATERIALS
KANGAROO RESOURCES LIMITED,KRL.AX,MATERIALS
KAROON GAS AUSTRALIA LIMITED,KAR.AX,ENERGY
KASBAH RESOURCES LIMITED,KAS.AX,MATERIALS
KATANA CAPITAL LIMITED,KAT.AX,NOT APPLIC
KATHMANDU HOLDINGS LIMITED,KMD.AX,RETAILING
KAZAKHSTAN POTASH CORPORATION LIMITED,KPC.AX,MATERIALS
KBL MINING LIMITED,KBL.AX,MATERIALS
KEY PETROLEUM LIMITED,KEY.AX,ENERGY
KEYBRIDGE CAPITAL LIMITED,KBC.AX,DIVERSIFIED FINANCIALS
KFW,KFW.AX,NOT APPLIC
KGL RESOURCES LIMITED,KGL.AX,MATERIALS
KIBARAN RESOURCES LIMITED,KNL.AX,MATERIALS
KIDMAN RESOURCES LIMITED,KDR.AX,MATERIALS
KILLARA RESOURCES LIMITED,KRA.AX,MATERIALS
KIMBERLEY DIAMONDS LTD,KDL.AX,MATERIALS
KIN MINING NL,KIN.AX,MATERIALS
KINA PETROLEUM LIMITED,KPL.AX,ENERGY
KINETIKO ENERGY LTD,KKO.AX,ENERGY
KING ISLAND SCHEELITE LIMITED,KIS.AX,MATERIALS
KING RIVER COPPER LIMITED,KRC.AX,MATERIALS
KING SOLOMON MINES LIMITED,KSO.AX,MATERIALS
KINGFORM HEALTH HOMETEXTILE GROUP LIMITED,KFG.AX,CONSUMER DURABLES & APPAREL
KINGSGATE CONSOLIDATED LIMITED.,KCN.AX,MATERIALS
KINGSROSE MINING LIMITED,KRM.AX,MATERIALS
KINGSTON RESOURCES LIMITED,KSN.AX,MATERIALS
KIP MCGRATH EDUCATION CENTRES LIMITED,KME.AX,CONSUMER SERVICES
KOGI IRON LIMITED,KFE.AX,MATERIALS
KOLLAKORN CORPORATION LIMITED,KKL.AX,TECHNOLOGY HARDWARE & EQUIPMENT
KONEKT LIMITED,KKT.AX,HEALTH CARE EQUIPMENT & SERVICES
KOON HOLDINGS LIMITED,KNH.AX,CAPITAL GOODS
KORAB RESOURCES LIMITED,KOR.AX,MATERIALS
KOREA SOUTH-EAST POWER CO LTD,KOP.AX,NOT APPLIC
KORVEST LTD,KOV.AX,CAPITAL GOODS
KRAKATOA RESOURCES LIMITED,KTA.AX,MATERIALS
KRESTA HOLDINGS LIMITED,KRS.AX,CONSUMER DURABLES & APPAREL
KRUCIBLE METALS LIMITED,KRB.AX,MATERIALS
KTL TECHNOLOGIES LIMITED,KTL.AX,CAPITAL GOODS
KULA GOLD LIMITED,KGD.AX,MATERIALS
KUNENE RESOURCES LIMITED,KNE.AX,MATERIALS
KUPANG RESOURCES LTD,KPR.AX,MATERIALS
LACHLAN STAR LIMITED,LSA.AX,MATERIALS
LACONIA RESOURCES LIMITED,LCR.AX,MATERIALS
LAKE RESOURCES N.L.,LKE.AX,MATERIALS
LAKES OIL NL,LKO.AX,ENERGY
LAMBOO RESOURCES LIMITED,LMB.AX,MATERIALS
LAND AND MINERAL EXPLORATION LIMITED,LDM.AX,NOT APPLIC
LANDMARK WHITE LIMITED,LMW.AX,REAL ESTATE
LANEWAY RESOURCES LTD,LNY.AX,MATERIALS
LANTERN HOTEL GROUP,LTN.AX,REAL ESTATE
LARAMIDE RESOURCES LTD,LAM.AX,ENERGY
LASERBOND LIMITED,LBL.AX,CAPITAL GOODS
LASSETERS CORPORATION LIMITED,LAS.AX,NOT APPLIC
LATIN RESOURCES LIMITED,LRS.AX,MATERIALS
LATROBE MAGNESIUM LIMITED,LMG.AX,MATERIALS
LAWSON GOLD LIMITED,LSN.AX,MATERIALS
LBT INNOVATIONS LIMITED,LBT.AX,HEALTH CARE EQUIPMENT & SERVICES
LEAF RESOURCES LTD,LER.AX,ENERGY
LEGACY IRON ORE LIMITED,LCY.AX,MATERIALS
LEGEND CORPORATION LIMITED,LGD.AX,TECHNOLOGY HARDWARE & EQUIPMENT
LEGEND MINING LIMITED,LEG.AX,MATERIALS
LEIGHTON HOLDINGS LIMITED,LEI.AX,CAPITAL GOODS
LEMARNE CORPORATION LIMITED,LMC.AX,TECHNOLOGY HARDWARE & EQUIPMENT
LEMUR RESOURCES LIMITED,LMR.AX,ENERGY
LEND LEASE GROUP,LLC.AX,REAL ESTATE
LEOPARD RESOURCES NL,LRR.AX,MATERIALS
LEYSHON RESOURCES LIMITED,LRL.AX,MATERIALS
LIBERTY RESOURCES LIMITED,LBY.AX,MATERIALS
LIFE CORPORATION LTD,LFC.AX,CONSUMER SERVICES
LIFEHEALTHCARE GROUP LIMITED,LHC.AX,HEALTH CARE EQUIPMENT & SERVICES
LIFESTYLE COMMUNITIES LIMITED,LIC.AX,REAL ESTATE
LINCOLN MINERALS LIMITED,LML.AX,MATERIALS
LINDIAN RESOURCES LIMITED,LIN.AX,MATERIALS
LINDSAY AUSTRALIA LIMITED,LAU.AX,TRANSPORTATION
LION ENERGY LIMITED,LIO.AX,ENERGY
LION ONE METALS LIMITED,LLO.AX,MATERIALS
LION SELECTION GROUP LIMITED.,LSX.AX,DIVERSIFIED FINANCIALS
LION SERIES 2007-1 TRUST,LNS.AX,NOT APPLIC
LIONHUB GROUP LIMITED,LHB.AX,TECHNOLOGY HARDWARE & EQUIPMENT
LIONTOWN RESOURCES LIMITED,LTR.AX,MATERIALS
LIQUEFIED NATURAL GAS LIMITED,LNG.AX,ENERGY
LITHEX RESOURCES LIMITED,LTX.AX,MATERIALS
LIVING CELL TECHNOLOGIES LIMITED,LCT.AX,PHARMACEUTICALS & BIOTECHNOLOGY
LODESTAR MINERALS LIMITED,LSR.AX,MATERIALS
LOGICAMMS LIMITED,LCM.AX,CAPITAL GOODS
LONDON CITY EQUITIES LIMITED,LCE.AX,DIVERSIFIED FINANCIALS
LONESTAR RESOURCES LIMITED,LNR.AX,ENERGY
LONGREACH OIL LIMITED,LGO.AX,ENERGY
LUCAPA DIAMOND COMPANY LIMITED,LOM.AX,MATERIALS
LUIRI GOLD LIMITED,LGM.AX,MATERIALS
LYCOPODIUM LIMITED,LYL.AX,CAPITAL GOODS
LYNAS CORPORATION LIMITED,LYC.AX,MATERIALS
M2 GROUP LTD,MTU.AX,TELECOMMUNICATION SERVICES
MACA LIMITED,MLD.AX,CAPITAL GOODS
MACMAHON HOLDINGS LIMITED,MAH.AX,CAPITAL GOODS
MACPHERSONS RESOURCES LIMITED,MRP.AX,MATERIALS
MACQUARIE ATLAS ROADS GROUP,MQA.AX,TRANSPORTATION
MACQUARIE BANK LIMITED,MBL.AX,NOT APPLIC
MACQUARIE GROUP LIMITED,MQG.AX,DIVERSIFIED FINANCIALS
MACQUARIE RADIO NETWORK LIMITED,MRN.AX,MEDIA
MACQUARIE TELECOM GROUP LIMITED,MAQ.AX,TELECOMMUNICATION SERVICES
MAGELLAN FINANCIAL GROUP LIMITED,MFG.AX,DIVERSIFIED FINANCIALS
MAGELLAN FLAGSHIP FUND LIMITED,MFF.AX,DIVERSIFIED FINANCIALS
MAGNETIC RESOURCES NL,MAU.AX,MATERIALS
MAGNIS RESOURCES LIMITED.,MNS.AX,ENERGY
MAGNOLIA RESOURCES LIMITED,MGB.AX,MATERIALS
MAGNUM GAS & POWER LIMITED,MPE.AX,ENERGY
MAGNUM MINING AND EXPLORATION LIMITED,MGU.AX,MATERIALS
MAGONTEC LIMITED,MGL.AX,MATERIALS
MAKO HYDROCARBONS LTD.,MKE.AX,ENERGY
MALABAR COAL LIMITED,MBC.AX,ENERGY
MALACHITE RESOURCES LIMITED,MAR.AX,MATERIALS
MALAGASY MINERALS LIMITED,MGY.AX,MATERIALS
MANAGED ACCOUNTS HOLDINGS LIMITED,MGP.AX,DIVERSIFIED FINANCIALS
