ASX LISTED COMPANIES AS AT SAT OCT 04 22:52:05 EST 2014

COMPANY NAME,ASX CODE,GICS INDUSTRY GROUP
SCANTECH LIMITED,SCD,TECHNOLOGY HARDWARE & EQUIPMENT
SCENTRE GROUP,SCG,REAL ESTATE
SCENTRE GROUP TRUST 1,SCW,REAL ESTATE
SCHAFFER CORPORATION LIMITED,SFC,AUTOMOBILES & COMPONENTS
SCIGEN LIMITED,SIE,PHARMACEUTICALS & BIOTECHNOLOGY
SCOTGOLD RESOURCES LIMITED,SGZ,MATERIALS
SDI LIMITED,SDI,HEALTH CARE EQUIPMENT & SERVICES
SEALINK TRAVEL GROUP LIMITED,SLK,CONSUMER SERVICES
SECURITISED AUSTRALIAN MORTGAGE TRUST 2008-1,SAJ,NOT APPLIC
SECURITISED AUSTRALIAN MORTGAGE TRUST 2011-1,SAC,NOT APPLIC
SEDGMAN LIMITED,SDM,CAPITAL GOODS
SEEK LIMITED,SEK,COMMERCIAL SERVICES & SUPPLIES
SEGUE RESOURCES LIMITED,SEG,MATERIALS
SELECT EXPLORATION LIMITED,SLT,ENERGY
SELECT HARVESTS LIMITED,SHV,FOOD, BEVERAGE & TOBACCO
SENETAS CORPORATION LIMITED,SEN,TECHNOLOGY HARDWARE & EQUIPMENT
SENEX ENERGY LIMITED,SXY,ENERGY
SERIES 2005-1 TORRENS TRUST,TRW,NOT APPLIC
SERIES 2006-1(E) TORRENS TRUST,TRX,NOT APPLIC
SERIES 2007-1 HARVEY TRUST,HTV,NOT APPLIC
SERIES 2007-1 TORRENS TRUST,TRQ,NOT APPLIC
SERIES 2007-2 REDS TRUST,REQ,NOT APPLIC
SERIES 2009-1 WST TRUST,WSC,NOT APPLIC
SERIES 2010-1 REDS TRUST,REK,NOT APPLIC
SERIES 2010-2 REDS TRUST,RDA,NOT APPLIC
SERIES 2011-1 WST TRUST,WSH,NOT APPLIC
SERIES 2011-2 WST TRUST,WSJ,NOT APPLIC
SERIES 2011-3 WST TRUST,WSN,NOT APPLIC
SERIES 2012-1 WST TRUST,WSO,NOT APPLIC
SERIES 2012-1E REDS EHP TRUST,RFA,NOT APPLIC
SERIES 2012-1E REDS TRUST,RFB,NOT APPLIC
SERIES 2013-1 HARVEY TRUST,HTB,NOT APPLIC
SERIES 2013-1 WST TRUST,WSQ,NOT APPLIC
SERIES 2013-2 WST TRUST,WSD,NOT APPLIC
SERIES 2014-1 WST TRUST,WSZ,NOT APPLIC
SERVCORP LIMITED,SRV,REAL ESTATE
SERVICE STREAM LIMITED,SSM,CAPITAL GOODS
SEVEN GROUP HOLDINGS LIMITED,SVW,CAPITAL GOODS
SEVEN WEST MEDIA LIMITED,SWM,MEDIA
SEYMOUR WHYTE LIMITED,SWL,CAPITAL GOODS
SG FLEET GROUP LIMITED,SGF,COMMERCIAL SERVICES & SUPPLIES
SHAW RIVER MANGANESE LIMITED,SRR,MATERIALS
SHEFFIELD RESOURCES LIMITED,SFX,MATERIALS
SHENHUA INTERNATIONAL LIMITED,SHU,CONSUMER DURABLES & APPAREL
SHINE CORPORATE LTD,SHJ,CONSUMER SERVICES
SHINHAN BANK,SHB,NOT APPLIC
SHOPLY LIMITED,SHP,MEDIA
SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP,SCP,REAL ESTATE
SHREE MINERALS LIMITED,SHH,MATERIALS
SIBURAN RESOURCES LIMITED,SBU,MATERIALS
SIETEL LIMITED,SSL,REAL ESTATE
SIGMA PHARMACEUTICALS LIMITED,SIP,HEALTH CARE EQUIPMENT & SERVICES
SIGNATURE METALS LIMITED,SBL,MATERIALS
SIHAYO GOLD LIMITED,SIH,MATERIALS
SILEX SYSTEMS LIMITED,SLX,SEMICONDUCTORS & SEMICONDUCTOR EQUIPMENT
SILVER CHEF LIMITED,SIV,CAPITAL GOODS
SILVER CITY MINERALS LIMITED,SCI,MATERIALS
SILVER LAKE RESOURCES LIMITED,SLR,MATERIALS
SILVER MINES LIMITED,SVL,MATERIALS
SIMAVITA LIMITED,SVA,HEALTH CARE EQUIPMENT & SERVICES
SIMS METAL MANAGEMENT LIMITED,SGM,MATERIALS
SINGAPORE TELECOMMUNICATIONS LIMITED.,SGT,TELECOMMUNICATION SERVICES
SINO AUSTRALIA OIL & GAS LIMITED,SAO,ENERGY
SINO GAS & ENERGY HOLDINGS LIMITED,SEH,ENERGY
SINO STRATEGIC INTERNATIONAL LIMITED,SSI,CONSUMER SERVICES
SINO-EXCEL ENERGY LIMITED,SLE,COMMERCIAL SERVICES & SUPPLIES
SINOVUS MINING LIMITED,SNV,MATERIALS
SIPA RESOURCES LIMITED,SRI,MATERIALS
SIRIUS RESOURCES NL,SIR,MATERIALS
SIROCCO ENERGY LTD,SCY,ENERGY
SIRTEX MEDICAL LIMITED,SRX,PHARMACEUTICALS & BIOTECHNOLOGY
SITE GROUP INTERNATIONAL LIMITED,SIT,CONSUMER SERVICES
SKILLED GROUP LIMITED,SKE,COMMERCIAL SERVICES & SUPPLIES
SKY NETWORK TELEVISION LIMITED.,SKT,MEDIA
SKYCITY ENTERTAINMENT GROUP LIMITED,SKC,CONSUMER SERVICES
SLATER & GORDON LIMITED,SGH,CONSUMER SERVICES
SMART ABS SERIES 2014-2E TRUST,SAB,NOT APPLIC
SMART PARKING LIMITED,SPZ,TECHNOLOGY HARDWARE & EQUIPMENT
SMART SERIES 2011-3 TRUST,SNA,NOT APPLIC
SMARTGROUP CORPORATION LTD,SIQ,COMMERCIAL SERVICES & SUPPLIES
SMARTPAY HOLDINGS LIMITED,SMP,TELECOMMUNICATION SERVICES
SMARTTRANS HOLDINGS LTD,SMA,SOFTWARE & SERVICES
SML CORPORATION LIMITED,SOP,MATERIALS
SMS MANAGEMENT & TECHNOLOGY LIMITED.,SMX,SOFTWARE & SERVICES
SOFCOM LIMITED,SOF,SOFTWARE & SERVICES
SOIL SUB TECHNOLOGIES LIMITED,SOI,FOOD, BEVERAGE & TOBACCO
SOLAGRAN LIMITED,SLA,PHARMACEUTICALS & BIOTECHNOLOGY
SOLCO LTD,SOO,CAPITAL GOODS
SOLIMAR ENERGY LIMITED.,SXS,ENERGY
SOMNOMED LIMITED,SOM,HEALTH CARE EQUIPMENT & SERVICES
SONIC HEALTHCARE LIMITED,SHL,HEALTH CARE EQUIPMENT & SERVICES
SOUTH AMERICAN FERRO METALS LIMITED,SFZ,MATERIALS
SOUTH AMERICAN IRON & STEEL CORPORATION LIMITED,SAY,MATERIALS
SOUTH BOULDER MINES LTD,STB,MATERIALS
SOUTH EAST ASIA RESOURCES LIMITED,SXI,MATERIALS
SOUTHERN CROSS ELECTRICAL ENGINEERING LTD,SXE,CAPITAL GOODS
SOUTHERN CROSS EXPLORATION N.L.,SXX,MATERIALS
SOUTHERN CROSS GOLDFIELDS LIMITED,SXG,MATERIALS
SOUTHERN CROSS MEDIA GROUP LIMITED,SXL,MEDIA
SOUTHERN CROWN RESOURCES LIMITED,SWR,MATERIALS
SOUTHERN GOLD LIMITED,SAU,MATERIALS
SOUTHERN HEMISPHERE MINING LIMITED,SUH,MATERIALS
SOVEREIGN GOLD COMPANY LIMITED,SOC,MATERIALS
SOVEREIGN METALS LIMITED,SVM,MATERIALS
SPARK INFRASTRUCTURE GROUP,SKI,UTILITIES
SPARK NEW ZEALAND LIMITED,SPK,TELECOMMUNICATION SERVICES
SPDR S&P/ASX 200 FUND,STW,NOT APPLIC
SPDR S&P/ASX 200 LISTED PROPERTY FUND,SLF,NOT APPLIC
SPDR S&P/ASX 50 FUND,SFY,NOT APPLIC
SPECIALTY FASHION GROUP LIMITED,SFH,RETAILING
SPECTRUM RARE EARTHS LIMITED,SPX,MATERIALS
SPEEDCAST INTERNATIONAL LIMITED,SDA,TELECOMMUNICATION SERVICES
SPHERE MINERALS LIMITED,SPH,MATERIALS
SPITFIRE RESOURCES LIMITED,SPI,MATERIALS
SPOTLESS GROUP HOLDINGS LIMITED,SPO,COMMERCIAL SERVICES & SUPPLIES
SPRINT ENERGY LIMITED,SPS,ENERGY
SPRINTEX LIMITED,SIX,AUTOMOBILES & COMPONENTS
ST BARBARA LIMITED,SBM,MATERIALS
ST GEORGE MINING LIMITED,SGQ,MATERIALS
STANFIELD FUNDS MANAGEMENT LIMITED,SFN,DIVERSIFIED FINANCIALS
STANMORE COAL LIMITED,SMR,ENERGY
STARPHARMA HOLDINGS LIMITED,SPL,PHARMACEUTICALS & BIOTECHNOLOGY
STAVELY MINERALS LIMITED,SVY,MATERIALS
STEADFAST GROUP LIMITED,SDF,INSURANCE
STEAMSHIPS TRADING COMPANY LIMITED,SST,CAPITAL GOODS
STELLAR RESOURCES LIMITED,SRZ,MATERIALS
STERLING PLANTATIONS LIMITED,SBI,FOOD, BEVERAGE & TOBACCO
STIRLING PRODUCTS LIMITED,STI,NOT APPLIC
STOCKLAND,SGP,REAL ESTATE
STOKES LIMITED,SKS,CAPITAL GOODS
STONE RESOURCES AUSTRALIA LIMITED,SHK,MATERIALS
STONEHENGE METALS LIMITED,SHE,ENERGY
STONEWALL RESOURCES LIMITED,SWJ,MATERIALS
STRAITS RESOURCES LIMITED.,SRQ,MATERIALS
STRATA-X ENERGY LIMITED,SXA,ENERGY
STRATEGIC ELEMENTS LIMITED,SOR,DIVERSIFIED FINANCIALS
STRATEGIC ENERGY RESOURCES LIMITED,SER,ENERGY
STRATEGIC MINERALS CORPORATION NL,SMC,MATERIALS
STRATOS RESOURCES LIMITED,SAT,MATERIALS
STRATUM METALS LIMITED,SXT,MATERIALS
STREAM GROUP LIMITED,SGO,SOFTWARE & SERVICES
STRIKE ENERGY LIMITED,STX,ENERGY
STRIKE RESOURCES LIMITED,SRK,MATERIALS
STRUCTURAL MONITORING SYSTEMS PLC,SMN,TECHNOLOGY HARDWARE & EQUIPMENT
STRUCTURAL SYSTEMS LIMITED,STS,CAPITAL GOODS
STW COMMUNICATIONS GROUP LIMITED,SGN,MEDIA
STYLE LIMITED,SYP,CAPITAL GOODS
SUBZERO GROUP LIMITED,SZG,CAPITAL GOODS
SUCCESS RESOURCES GLOBAL LTD,SGU,CONSUMER SERVICES
SUDA LTD,SUD,PHARMACEUTICALS & BIOTECHNOLOGY
SUMATRA COPPER & GOLD PLC,SUM,MATERIALS
SUMMERSET GROUP HOLDINGS LIMITED,SNZ,HEALTH CARE EQUIPMENT & SERVICES
SUMMIT RESOURCES LIMITED,SMM,ENERGY
SUN BIOMEDICAL LIMITED,SBN,HEALTH CARE EQUIPMENT & SERVICES
SUN RESOURCES NL,SUR,ENERGY
SUNBIRD ENERGY LIMITED,SNY,ENERGY
SUNBRIDGE GROUP LIMITED,SBB,RETAILING
SUNCORP GROUP LIMITED,SUN,INSURANCE
SUNCORP-METWAY LIMITED .,SBK,INSURANCE
SUNDANCE ENERGY AUSTRALIA LIMITED,SEA,ENERGY
SUNDANCE RESOURCES LIMITED,SDL,MATERIALS
SUNLAND GROUP LIMITED,SDG,REAL ESTATE
SUNVEST CORPORATION LIMITED,SVS,NOT APPLIC
SUPER RETAIL GROUP LIMITED,SUL,RETAILING
SUPERIOR RESOURCES LIMITED,SPQ,MATERIALS
SUPPLY NETWORK LIMITED,SNL,RETAILING
SWALA ENERGY LIMITED,SWE,ENERGY
SWAN GOLD MINING LIMITED,SWA,MATERIALS
SWICK MINING SERVICES LTD,SWK,CAPITAL GOODS
SWW ENERGY LIMITED,SWW,ENERGY
SYDNEY AIRPORT,SYD,TRANSPORTATION
SYNDICATED METALS LIMITED,SMD,MATERIALS
SYNERGY PLUS LIMITED,SNR,SOFTWARE & SERVICES
SYNGAS LIMITED,SYS,ENERGY
SYRAH RESOURCES LIMITED,SYR,MATERIALS
TABCORP HOLDINGS LIMITED,TAH,CONSUMER SERVICES
TAG PACIFIC LIMITED,TAG,DIVERSIFIED FINANCIALS
TAKORADI LIMITED,TKG,MATERIALS
TALGA RESOURCES LTD,TLG,MATERIALS
TALISMAN MINING LIMITED,TLM,MATERIALS
TALON PETROLEUM LIMITED,TPD,ENERGY
TAMASKA OIL AND GAS LTD,TMK,ENERGY
TAMAWOOD LIMITED,TWD,CONSUMER DURABLES & APPAREL
TANAMI GOLD NL,TAM,MATERIALS
TANDOU LIMITED,TAN,FOOD, BEVERAGE & TOBACCO
TANGIERS PETROLEUM LIMITED,TPT,ENERGY
TAP OIL LIMITED,TAP,ENERGY
TARGET ENERGY LIMITED,TEX,ENERGY
TARUGA GOLD LIMITED,TAR,MATERIALS
TASMAN RESOURCES LTD,TAS,MATERIALS
TASMANIA MINES LIMITED,TMM,MATERIALS
TASSAL GROUP LIMITED,TGR,FOOD, BEVERAGE & TOBACCO
TATTS GROUP LIMITED,TTS,CONSUMER SERVICES
TAWANA RESOURCES NL,TAW,MATERIALS
TECHNICHE LIMITED.,TCN,DIVERSIFIED FINANCIALS
TECHNOLOGY ONE LIMITED,TNE,SOFTWARE & SERVICES
TEL.PACIFIC LIMITED,TPC,TELECOMMUNICATION SERVICES
TELESSO TECHNOLOGIES LIMITED,TEO,NOT APPLIC
TELLUS RESOURCES LTD,TLU,MATERIALS
TELSTRA CORPORATION LIMITED.,TLS,TELECOMMUNICATION SERVICES
TEMPLETON GLOBAL GROWTH FUND LIMITED,TGG,DIVERSIFIED FINANCIALS
TEMPO AUSTRALIA LTD,TPP,COMMERCIAL SERVICES & SUPPLIES
TEN NETWORK HOLDINGS LIMITED,TEN,MEDIA
TERANGA GOLD CORPORATION,TGZ,MATERIALS
TERRAIN MINERALS LIMITED,TMX,MATERIALS
TERRAMIN AUSTRALIA LIMITED.,TZN,MATERIALS
TEST SECURITY,TES,CLASS PEND
TFS CORPORATION LIMITED,TFC,MATERIALS
THE PAS GROUP LIMITED,PGR,RETAILING
THE REJECT SHOP LIMITED,TRS,RETAILING
THE ROYAL BANK OF SCOTLAND N.V.,ABO,NOT APPLIC
THE WATERBERG COAL COMPANY LIMITED,WCC,ENERGY
THINK CHILDCARE AND EDUCATION LIMITED,TNK,CLASS PEND
THINKSMART LIMITED,TSM,DIVERSIFIED FINANCIALS
THO SERVICES LIMITED,THO,CAPITAL GOODS
THOMSON RESOURCES LIMITED,TMZ,MATERIALS
THOR MINING PLC,THR,MATERIALS
THORN GROUP LIMITED,TGA,RETAILING
THORNEY OPPORTUNITIES LTD,TOP,NOT APPLIC
THUNDELARRA LIMITED,THX,MATERIALS
TIAN POH RESOURCES LIMITED,TPO,CLASS PEND
TIARO COAL LIMITED,TCM,ENERGY
TIGER RESOURCES LIMITED,TGS,MATERIALS
TIGERS REALM COAL LIMITED,TIG,MATERIALS
TIMPETRA RESOURCES LIMITED,TPR,MATERIALS
TISSUE THERAPIES LIMITED,TIS,PHARMACEUTICALS & BIOTECHNOLOGY
TITAN ENERGY LTD,TTE,ENERGY
TITAN ENERGY SERVICES LIMITED,TTN,ENERGY
TLOU ENERGY LIMITED,TOU,ENERGY
TNG LIMITED,TNG,MATERIALS
TOLL HOLDINGS LIMITED,TOL,TRANSPORTATION
TOP END MINERALS LIMITED,TND,ENERGY
TORIAN RESOURCES LIMITED,TNR,MATERIALS
TORO ENERGY LIMITED,TOE,ENERGY
TORRENS 2009-3 TRUST,TRB,NOT APPLIC
TORRENS SERIES 2010-1 TRUST,TRP,NOT APPLIC
TORRENS SERIES 2010-2 TRUST,TRK,NOT APPLIC
TORRENS SERIES 2010-3 TRUST,TOA,NOT APPLIC
TORRENS SERIES 2013-1 TRUST,TNB,NOT APPLIC
TORRENS SERIES 2013-2 TRUST,TNF,NOT APPLIC
TORRENS SERIES 2014-1 TRUST,TNH,NOT APPLIC
TOWER LIMITED,TWR,INSURANCE
TOX FREE SOLUTIONS LIMITED,TOX,COMMERCIAL SERVICES & SUPPLIES
TPG TELECOM LIMITED,TPM,TELECOMMUNICATION SERVICES
TRADE ME GROUP LIMITED,TME,RETAILING
TRAFFIC TECHNOLOGIES LTD.,TTI,TRANSPORTATION
TRAFFORD RESOURCES LIMITED,TRF,MATERIALS
TRAKA RESOURCES LIMITED,TKL,MATERIALS
TRANSACTION SOLUTIONS INTERNATIONAL LIMITED,TSN,SOFTWARE & SERVICES
TRANSERV ENERGY LIMITED,TSV,ENERGY
TRANSFIELD SERVICES LIMITED,TSE,COMMERCIAL SERVICES & SUPPLIES
TRANSMETRO CORPORATION LIMITED,TCO,CONSUMER SERVICES
TRANSPACIFIC INDUSTRIES GROUP LTD,TPI,COMMERCIAL SERVICES & SUPPLIES
TRANSURBAN GROUP,TCL,TRANSPORTATION
TREASURY CORPORATION OF VICTORIA,XVG,NOT APPLIC
TREASURY GROUP LIMITED,TRG,DIVERSIFIED FINANCIALS
TREASURY WINE ESTATES LIMITED,TWE,FOOD, BEVERAGE & TOBACCO
TREYO LEISURE AND ENTERTAINMENT LIMITED,TYO,CONSUMER DURABLES & APPAREL
TRIANGLE ENERGY (GLOBAL) LIMITED,TEG,ENERGY
TRIBUNE RESOURCES LIMITED,TBR,MATERIALS
TRINITY GROUP,TCQ,REAL ESTATE
TRIPLE ENERGY LIMITED,TNP,ENERGY
TRITON MINERALS LTD,TON,MATERIALS
TRIUMPH TIN LIMITED,TRI,MATERIALS
TROY RESOURCES LIMITED,TRY,MATERIALS
TRUSCOTT MINING CORPORATION LIMITED,TRM,MATERIALS
TRUSTEES AUSTRALIA LIMITED,TAU,CONSUMER SERVICES
TTA HOLDINGS LIMITED,TTA,RETAILING
TTG FINTECH LIMITED,TUP,SOFTWARE & SERVICES
TUNGSTEN MINING NL,TGN,MATERIALS
TW HOLDINGS LIMITED,TWH,FOOD, BEVERAGE & TOBACCO
TWT GROUP LIMITED,TWT,CONSUMER DURABLES & APPAREL
TYCHEAN RESOURCES LTD,TYK,MATERIALS
TYRIAN DIAGNOSTICS LIMITED,TDX,PHARMACEUTICALS & BIOTECHNOLOGY
TZ LIMITED,TZL,CAPITAL GOODS
U & D COAL LIMITED,UND,ENERGY
UGL LIMITED,UGL,CAPITAL GOODS
UIL ENERGY LTD,UIL,CLASS PEND
UNDERCOVERWEAR LIMITED,UCW,CONSUMER DURABLES & APPAREL
UNILIFE CORPORATION,UNS,HEALTH CARE EQUIPMENT & SERVICES
UNITED OVERSEAS AUSTRALIA LIMITED,UOS,REAL ESTATE
UNITED URANIUM LIMITED,UUL,ENERGY
UNITY MINING LIMITED,UML,MATERIALS
UNIVERSAL BIOSENSORS INC.,UBI,HEALTH CARE EQUIPMENT & SERVICES
UNIVERSAL COAL PLC,UNV,ENERGY
URANIUM EQUITIES LIMITED,UEQ,ENERGY
URANIUMSA LIMITED,USA,ENERGY
URBANISE.COM LIMITED,UBN,SOFTWARE & SERVICES
US MASTERS HOLDINGS LIMITED,USH,NOT APPLIC
US MASTERS RESIDENTIAL PROPERTY FUND,URF,REAL ESTATE
US SELECT PRIVATE OPPORTUNITIES FUND,USF,NOT APPLIC
US SELECT PRIVATE OPPORTUNITIES FUND II,USG,NOT APPLIC
USCOM LIMITED,UCM,HEALTH CARE EQUIPMENT & SERVICES
UXA RESOURCES LTD,UXA,ENERGY
UXC LIMITED,UXC,SOFTWARE & SERVICES
VALENCE INDUSTRIES LIMITED,VXL,MATERIALS
VALMEC LIMITED,VMX,ENERGY
VAN EYK BLUEPRINT ALTERNATIVES PLUS,VBP,NOT APPLIC
VANTAGE GOLDFIELDS LIMITED,VGO,MATERIALS
VARISCAN MINES LIMITED,VAR,MATERIALS
VDM GROUP LIMITED,VMG,CAPITAL GOODS
VEALLS LIMITED,VEL,CONSUMER SERVICES
VECTOR RESOURCES LIMITED,VEC,MATERIALS
VEDA GROUP LIMITED,VED,COMMERCIAL SERVICES & SUPPLIES
VENTNOR RESOURCES LTD,VRX,MATERIALS
VENTURE MINERALS LIMITED,VMS,MATERIALS
VENTUREX RESOURCES LIMITED,VXR,MATERIALS
VENUS METALS CORPORATION LIMITED,VMC,MATERIALS
VGP CORPORATION LIMITED,VGP,CAPITAL GOODS
VIAGOLD CAPITAL LIMITED,VIA,CONSUMER SERVICES
VICTOR GROUP HOLDINGS LIMITED,VIG,MEDIA
VICTORY MINES LIMITED,VIC,MATERIALS
VICULUS LIMITED,VCL,NOT APPLIC
VIENTO GROUP LIMITED,VIE,CAPITAL GOODS
VIETNAM INDUSTRIAL INVESTMENTS LIMITED,VII,MATERIALS
VIKING MINES LIMITED,VKA,MATERIALS
VILLA WORLD LIMITED.,VLW,REAL ESTATE
VILLAGE ROADSHOW LIMITED,VRL,MEDIA
VIRALYTICS LIMITED,VLA,PHARMACEUTICALS & BIOTECHNOLOGY
VIRAX HOLDINGS LIMITED,VHL,PHARMACEUTICALS & BIOTECHNOLOGY
VIRGIN AUSTRALIA HOLDINGS LIMITED,VAH,TRANSPORTATION
VIRTUS HEALTH LIMITED,VRT,HEALTH CARE EQUIPMENT & SERVICES
VISION EYE INSTITUTE LIMITED,VEI,HEALTH CARE EQUIPMENT & SERVICES
VISTA GROUP INTERNATIONAL LIMITED,VGI,SOFTWARE & SERVICES
VITA GROUP LIMITED,VTG,RETAILING
VITA LIFE SCIENCES LIMITED.,VSC,PHARMACEUTICALS & BIOTECHNOLOGY
VITAL METALS LIMITED,VML,MATERIALS
VMOTO LIMITED,VMT,AUTOMOBILES & COMPONENTS
VOCATION LIMITED,VET,CONSUMER SERVICES
VOCUS COMMUNICATIONS LIMITED,VOC,TELECOMMUNICATION SERVICES
VOLTA MINING LIMITED,VTM,MATERIALS
VOLTAGE IP LIMITED,VIP,SOFTWARE & SERVICES
VORTEX PIPES LIMITED,VTX,CAPITAL GOODS
VOYAGER RESOURCES LIMITED,VOR,MATERIALS
WALKABOUT RESOURCES LTD,WKT,MATERIALS
WAM ACTIVE LIMITED,WAA,DIVERSIFIED FINANCIALS
WAM CAPITAL LIMITED,WAM,DIVERSIFIED FINANCIALS
WAM RESEARCH LIMITED,WAX,DIVERSIFIED FINANCIALS
WARATAH RESOURCES LIMITED,WGO,MATERIALS
WARRNAMBOOL CHEESE & BUTTER FACTORY CO.HOLD.LTD,WCB,FOOD, BEVERAGE & TOBACCO
WASHINGTON H SOUL PATTINSON & COMPANY LIMITED,SOL,ENERGY
WATER RESOURCES GROUP LIMITED,WRG,UTILITIES
WATERCO LIMITED,WAT,CONSUMER DURABLES & APPAREL
WATERMARK MARKET NEUTRAL FUND LIMITED,WMK,DIVERSIFIED FINANCIALS
WATPAC LIMITED,WTP,CAPITAL GOODS
WAVENET INTERNATIONAL LIMITED,WAL,ENERGY
WCP RESOURCES LIMITED,WCP,MATERIALS
WDS LIMITED,WDS,CAPITAL GOODS
WEA FIN LLC WESTFIELD UK EUROPE FIN PLC,WEF,NOT APPLIC
WEBJET LIMITED,WEB,RETAILING
WEBSTER LIMITED,WBA,FOOD, BEVERAGE & TOBACCO
WELCOME STRANGER MINING LIMITED,WSE,SOFTWARE & SERVICES
WELLCOM GROUP LIMITED,WLL,COMMERCIAL SERVICES & SUPPLIES
WESFARMERS LIMITED,WES,FOOD & STAPLES RETAILING
WEST AFRICAN RESOURCES LIMITED,WAF,MATERIALS
WEST PEAK IRON LIMITED,WPI,MATERIALS
WEST WITS MINING LIMITED,WWI,MATERIALS
WESTERN AREAS LIMITED,WSA,MATERIALS
WESTERN DESERT RESOURCES LIMITED,WDR,MATERIALS
WESTERN MINING NETWORK LIMITED,WMN,MATERIALS
WESTFIELD CORPORATION,WFD,REAL ESTATE
WESTOZ INVESTMENT COMPANY LIMITED,WIC,NOT APPLIC
WESTPAC BANKING CORPORATION,WBC,BANKS
WESTPAC TPS TRUST,WCT,NOT APPLIC
WHITE CLIFF MINERALS LIMITED,WCN,MATERIALS
WHITE EAGLE RESOURCES LTD,WEG,MATERIALS
WHITE ENERGY COMPANY LIMITED,WEC,ENERGY
WHITE ROCK MINERALS LIMITED,WRM,MATERIALS
WHITEFIELD LIMITED,WHF,DIVERSIFIED FINANCIALS
WHITEHAVEN COAL LIMITED,WHC,ENERGY
WHITESTAR RESOURCES LIMITED,WSR,MATERIALS
WHL ENERGY LIMITED,WHN,ENERGY
WIDE BAY AUSTRALIA LTD,WBB,BANKS
WILD ACRE METALS LIMITED,WAC,MATERIALS
WILDHORSE ENERGY LIMITED,WHE,ENERGY
WILSON HTM INVESTMENT GROUP LTD,WIG,DIVERSIFIED FINANCIALS
WINCHESTER ENERGY LTD,WEL,ENERGY
WINDIMURRA VANADIUM LIMITED,WVL,MATERIALS
WINDWARD RESOURCES LTD,WIN,MATERIALS
WINMAR RESOURCES LIMITED,WFE,MATERIALS
WOLF MINERALS LIMITED,WLF,MATERIALS
WOLF PETROLEUM LTD,WOF,ENERGY
WOLLONGONG COAL LIMITED,WLC,MATERIALS
WOODSIDE PETROLEUM LIMITED,WPL,ENERGY
WOOLWORTHS LIMITED,WOW,FOOD & STAPLES RETAILING
WORLD OIL RESOURCES LTD,WLR,ENERGY
WORLD REACH LIMITED,WRR,TECHNOLOGY HARDWARE & EQUIPMENT
WORLD TITANIUM RESOURCES LIMITED,WTR,MATERIALS
WORLD.NET SERVICES LIMITED,WNS,SOFTWARE & SERVICES
WORLEYPARSONS LIMITED,WOR,ENERGY
WOTIF.COM HOLDINGS LIMITED,WTF,RETAILING
WPG RESOURCES LTD,WPG,MATERIALS
XANADU MINES LTD,XAM,MATERIALS
XERO LIMITED,XRO,SOFTWARE & SERVICES
XIAOXIAO EDUCATION LIMITED,XXL,CONSUMER SERVICES
XRF SCIENTIFIC LIMITED,XRF,CAPITAL GOODS
XSTATE RESOURCES LIMITED,XST,ENERGY
XTEK LIMITED.,XTE,CAPITAL GOODS
YANCOAL AUSTRALIA LIMITED,YAL,ENERGY
YANGHAO INTERNATIONAL LIMITED,YHL,CONSUMER DURABLES & APPAREL
YELLOW BRICK ROAD HOLDINGS LIMITED,YBR,DIVERSIFIED FINANCIALS
YELLOW ROCK RESOURCES LIMITED,YRR,MATERIALS
YOWIE GROUP LTD,YOW,FOOD, BEVERAGE & TOBACCO
YPB GROUP LTD,YPB,MATERIALS
Z ENERGY LIMITED,ZNZ,ENERGY
ZAMANCO MINERALS LIMITED,ZAM,MATERIALS
ZAMBEZI RESOURCES LIMITED,ZRL,MATERIALS
ZAMIA METALS LIMITED,ZGM,MATERIALS
ZENITH MINERALS LIMITED,ZNC,MATERIALS
ZETA PETROLEUM PLC,ZTA,ENERGY
ZETA RESOURCES LIMITED,ZER,MATERIALS
ZEUS RESOURCES LIMITED,ZEU,ENERGY
ZICOM GROUP LIMITED,ZGL,CAPITAL GOODS
ZIMPLATS HOLDINGS LIMITED,ZIM,MATERIALS
ZINGMOBILE GROUP LIMITED,ZMG,SOFTWARE & SERVICES
ZIPTEL LIMITED,ZIP,TELECOMMUNICATION SERVICES
ZYL LIMITED,ZYL,MATERIALS
